species,type,filename,url,declared_size,declared_bytes,date
Barbarea_vulgaris,CDS,Barbarea_vulgaris.rga.cds.fa,http://plantrg.bio2db.com/Barbarea_vulgaris.rga.cds.fa,3.1MB,3250585,2024/4/11
Barbarea_vulgaris,protein,Barbarea_vulgaris.rga.pro.fa,http://plantrg.bio2db.com/Barbarea_vulgaris.rga.pro.fa,1.1MB,1153433,2024/4/11
Bathycoccus_prasinos,CDS,Bathycoccus_prasinos.rga.cds.fa,http://plantrg.bio2db.com/Bathycoccus_prasinos.rga.cds.fa,305.7KB,313036,2024/4/8
Bathycoccus_prasinos,protein,Bathycoccus_prasinos.rga.pro.fa,http://plantrg.bio2db.com/Bathycoccus_prasinos.rga.pro.fa,104.0KB,106496,2024/4/8
Bauhinia_variegata,CDS,Bauhinia_variegata.rga.cds.fa,http://plantrg.bio2db.com/Bauhinia_variegata.rga.cds.fa,4.5MB,4718592,2024/4/8
Bauhinia_variegata,protein,Bauhinia_variegata.rga.pro.fa,http://plantrg.bio2db.com/Bauhinia_variegata.rga.pro.fa,1.5MB,1572864,2024/4/8
Begonia_darthvaderiana,CDS,Begonia_darthvaderiana.rga.cds.fa,http://plantrg.bio2db.com/Begonia_darthvaderiana.rga.cds.fa,1.5MB,1572864,2024/4/11
Begonia_darthvaderiana,protein,Begonia_darthvaderiana.rga.pro.fa,http://plantrg.bio2db.com/Begonia_darthvaderiana.rga.pro.fa,515.6KB,527974,2024/4/11
Begonia_fuchsioides,CDS,Begonia_fuchsioides.rga.cds.fa,http://plantrg.bio2db.com/Begonia_fuchsioides.rga.cds.fa,3.3MB,3460300,2024/4/11
Begonia_fuchsioides,protein,Begonia_fuchsioides.rga.pro.fa,http://plantrg.bio2db.com/Begonia_fuchsioides.rga.pro.fa,1.1MB,1153433,2024/4/11
Begonia_loranthoides,CDS,Begonia_loranthoides.rga.cds.fa,http://plantrg.bio2db.com/Begonia_loranthoides.rga.cds.fa,2.1MB,2202009,2024/4/11
Begonia_loranthoides,protein,Begonia_loranthoides.rga.pro.fa,http://plantrg.bio2db.com/Begonia_loranthoides.rga.pro.fa,711.3KB,728371,2024/4/11
Begonia_masoniana,CDS,Begonia_masoniana.rga.cds.fa,http://plantrg.bio2db.com/Begonia_masoniana.rga.cds.fa,1.5MB,1572864,2024/4/11
Begonia_masoniana,protein,Begonia_masoniana.rga.pro.fa,http://plantrg.bio2db.com/Begonia_masoniana.rga.pro.fa,537.3KB,550195,2024/4/11
Begonia_peltatifolia,CDS,Begonia_peltatifolia.rga.cds.fa,http://plantrg.bio2db.com/Begonia_peltatifolia.rga.cds.fa,1.5MB,1572864,2024/4/11
Begonia_peltatifolia,protein,Begonia_peltatifolia.rga.pro.fa,http://plantrg.bio2db.com/Begonia_peltatifolia.rga.pro.fa,518.9KB,531353,2024/4/11
Benincasa_hispida,CDS,Benincasa_hispida.rga.cds.fa,http://plantrg.bio2db.com/Benincasa_hispida.rga.cds.fa,1.9MB,1992294,2024/4/11
Benincasa_hispida,protein,Benincasa_hispida.rga.pro.fa,http://plantrg.bio2db.com/Benincasa_hispida.rga.pro.fa,657.9KB,673689,2024/4/11
Beta_patula,CDS,Beta_patula.rga.cds.fa,http://plantrg.bio2db.com/Beta_patula.rga.cds.fa,1.9MB,1992294,2024/4/11
Beta_patula,protein,Beta_patula.rga.pro.fa,http://plantrg.bio2db.com/Beta_patula.rga.pro.fa,668.8KB,684851,2024/4/11
Betula_platyphylla,CDS,Betula_platyphylla.rga.cds.fa,http://plantrg.bio2db.com/Betula_platyphylla.rga.cds.fa,4.3MB,4508876,2024/4/8
Betula_platyphylla,protein,Betula_platyphylla.rga.pro.fa,http://plantrg.bio2db.com/Betula_platyphylla.rga.pro.fa,1.4MB,1468006,2024/4/8
Boea_hygrometrica,CDS,Boea_hygrometrica.rga.cds.fa,http://plantrg.bio2db.com/Boea_hygrometrica.rga.cds.fa,1.8MB,1887436,2024/4/11
Boea_hygrometrica,protein,Boea_hygrometrica.rga.pro.fa,http://plantrg.bio2db.com/Boea_hygrometrica.rga.pro.fa,616.8KB,631603,2024/4/11
Boechera_retrofracta,CDS,Boechera_retrofracta.rga.cds.fa,http://plantrg.bio2db.com/Boechera_retrofracta.rga.cds.fa,3.7MB,3879731,2024/4/11
Boechera_retrofracta,protein,Boechera_retrofracta.rga.pro.fa,http://plantrg.bio2db.com/Boechera_retrofracta.rga.pro.fa,1.2MB,1258291,2024/4/11
Boechera_stricta,CDS,Boechera_stricta.rga.cds.fa,http://plantrg.bio2db.com/Boechera_stricta.rga.cds.fa,3.1MB,3250585,2024/4/11
Boechera_stricta,protein,Boechera_stricta.rga.pro.fa,http://plantrg.bio2db.com/Boechera_stricta.rga.pro.fa,1.1MB,1153433,2024/4/11
Boehmeria_nivea,CDS,Boehmeria_nivea.rga.cds.fa,http://plantrg.bio2db.com/Boehmeria_nivea.rga.cds.fa,2.8MB,2936012,2024/4/8
Boehmeria_nivea,protein,Boehmeria_nivea.rga.pro.fa,http://plantrg.bio2db.com/Boehmeria_nivea.rga.pro.fa,973.2KB,996556,2024/4/8
Bombax_ceiba,CDS,Bombax_ceiba.rga.cds.fa,http://plantrg.bio2db.com/Bombax_ceiba.rga.cds.fa,4.2MB,4404019,2024/4/8
Bombax_ceiba,protein,Bombax_ceiba.rga.pro.fa,http://plantrg.bio2db.com/Bombax_ceiba.rga.pro.fa,1.4MB,1468006,2024/4/8
Bonia_amplexicaulis,CDS,Bonia_amplexicaulis.rga.cds.fa,http://plantrg.bio2db.com/Bonia_amplexicaulis.rga.cds.fa,4.6MB,4823449,2024/4/11
Bonia_amplexicaulis,protein,Bonia_amplexicaulis.rga.pro.fa,http://plantrg.bio2db.com/Bonia_amplexicaulis.rga.pro.fa,1.6MB,1677721,2024/4/11
Bothriochloa_decipiens,CDS,Bothriochloa_decipiens.rga.cds.fa,http://plantrg.bio2db.com/Bothriochloa_decipiens.rga.cds.fa,8.1MB,8493465,2024/4/8
Bothriochloa_decipiens,protein,Bothriochloa_decipiens.rga.pro.fa,http://plantrg.bio2db.com/Bothriochloa_decipiens.rga.pro.fa,2.7MB,2831155,2024/4/8
Bougainvillea_x_buttiana,CDS,Bougainvillea_x_buttiana.rga.cds.fa,http://plantrg.bio2db.com/Bougainvillea_x_buttiana.rga.cds.fa,5.3MB,5557452,2024/4/11
Bougainvillea_x_buttiana,protein,Bougainvillea_x_buttiana.rga.pro.fa,http://plantrg.bio2db.com/Bougainvillea_x_buttiana.rga.pro.fa,1.8MB,1887436,2024/4/11
